topic,study,label_abs,part,label_ft
CD011558,23461026,0,0,0
CD011558,23461723,0,0,0
CD011558,23465202,0,0,0
CD011558,23470148,0,0,0
CD011558,23470274,0,0,0
CD011558,23472972,0,0,0
CD011558,23473910,0,0,0
CD011558,23474018,0,0,0
CD011558,23474840,0,0,0
CD011558,23476095,0,0,0
CD011558,23478139,0,0,0
CD011558,23481339,0,0,0
CD011558,23481340,0,0,0
CD011558,23483896,0,0,0
CD011558,23484776,0,0,0
CD011558,23496926,0,0,0
CD011558,23497241,0,0,0
CD011558,23503818,0,0,0
CD011558,23504245,0,0,0
CD011558,23505585,0,0,0
CD011558,23506686,0,0,0
CD011558,23509844,0,0,0
CD011558,23509876,0,0,0
CD011558,23510061,0,0,0
CD011558,23514130,0,0,0
CD011558,23514708,0,0,0
CD011558,23516765,0,0,0
CD011558,23517050,0,0,0
CD011558,23522664,0,0,0
CD011558,23522666,0,0,0
CD011558,23524115,0,0,0
CD011558,23527969,0,0,0
CD011558,23532283,0,0,0
CD011558,23534307,0,0,0
CD011558,23534749,0,0,0
CD011558,23538104,0,0,0
CD011558,23538483,0,0,0
CD011558,23541272,0,0,0
CD011558,23546326,0,0,0
CD011558,23546329,0,0,0
CD011558,23547853,0,0,0
CD011558,23547900,0,0,0
CD011558,23550851,0,0,0
CD011558,23551293,0,0,0
CD011558,23551394,0,0,0
CD011558,23559697,0,0,0
CD011558,23563468,0,0,0
CD011558,23570611,0,0,0
CD011558,23572176,0,0,0
CD011558,23574516,0,0,0
CD011558,23574764,0,0,0
CD011558,23576403,0,0,0
CD011558,23578396,0,0,0
CD011558,23582876,0,0,0
CD011558,23587122,0,0,0
CD011558,23587297,0,0,0
CD011558,23587369,0,0,0
CD011558,23589736,0,0,0
CD011558,23590083,0,0,0
CD011558,23591339,0,0,0
CD011558,23612024,0,0,0
CD011558,23612531,0,0,0
CD011558,23613292,0,0,0
CD011558,23614567,0,0,0
CD011558,23617188,0,0,0
CD011558,23617209,0,0,0
CD011558,23617211,0,0,0
CD011558,23623030,0,0,0
CD011558,23626893,0,0,0
CD011558,23631792,0,0,0
CD011558,23635880,0,0,0
CD011558,23638148,0,0,0
CD011558,23640182,0,0,0
CD011558,23641612,0,0,0
CD011558,23642032,0,0,0
CD011558,23642217,0,0,0
CD011558,23643156,0,0,0
CD011558,23647523,0,0,0
CD011558,23647922,0,0,0
CD011558,23652288,0,0,0
CD011558,23656295,0,0,0
CD011558,23656549,0,0,0
CD011558,23656700,0,0,0
CD011558,23656795,0,0,0
CD011558,23661201,0,0,0
CD011558,23662379,0,0,0
CD011558,23663299,0,0,0
CD011558,23664784,0,0,0
CD011558,23670383,0,0,0
CD011558,23670477,0,0,0
CD011558,23672530,0,0,0
CD011558,23674182,0,0,0
CD011558,23674322,0,0,0
CD011558,23675465,0,0,0
CD011558,23679186,0,0,0
CD011558,23680026,0,0,0
CD011558,23684099,0,0,0
CD011558,23687452,0,0,0
CD011558,23687811,0,0,0
CD011558,23687966,0,0,0
CD011558,23692004,0,0,0
CD011558,23694783,0,0,0
CD011558,23695752,0,0,0
CD011558,23698138,0,0,0
CD011558,23703140,0,0,0
CD011558,23705340,0,0,0
CD011558,23705908,0,0,0
CD011558,23708390,0,0,0
CD011558,23710548,0,0,0
CD011558,23713447,0,0,0
CD011558,23714143,0,0,0
CD011558,23718177,0,0,0
CD011558,23718720,0,0,0
CD011558,23718863,0,0,0
CD011558,23721129,0,0,0
CD011558,23721752,0,0,0
CD011558,23725186,0,0,0
CD011558,23726134,0,0,0
CD011558,23735089,0,0,0
CD011558,23735597,0,0,0
CD011558,23738064,0,0,0
CD011558,23741661,0,0,0
CD011558,23749805,0,0,0
CD011558,23751594,0,0,0
CD011558,23752526,0,0,0
CD011558,23756772,0,0,0
CD011558,23758933,0,0,0
CD011558,23758987,0,0,0
CD011558,23764667,0,0,0
CD011558,23774416,0,0,0
CD011558,23777358,0,0,0
CD011558,23777408,0,0,0
CD011558,23778049,0,0,0
CD011558,23783832,0,0,0
CD011558,23786390,0,0,0
CD011558,23786446,0,0,0
CD011558,23796027,0,0,0
CD011558,23796260,0,0,0
CD011558,23799704,0,0,0
CD011558,23800028,0,0,0
CD011558,23800139,0,0,0
CD011558,23802766,0,0,0
CD011558,23805063,0,0,0
CD011558,23805600,0,0,0
CD011558,23807077,0,0,0
CD011558,23807716,0,0,0
CD011558,23809179,0,0,0
CD011558,23809579,0,0,0
CD011558,23815885,0,0,0
CD011558,23816709,0,0,0
CD011558,23817938,0,0,0
CD011558,23819518,0,0,0
CD011558,23823191,0,0,0
CD011558,23829115,0,0,0
CD011558,23829555,0,0,0
CD011558,23829562,0,0,0
CD011558,23833738,0,0,0
CD011558,23835638,0,0,0
CD011558,23835894,0,0,0
CD011558,23838557,0,0,0
CD011558,23845450,0,0,0
CD011558,23845659,0,0,0
CD011558,23850074,0,0,0
CD011558,23852848,0,0,0
CD011558,23857841,0,0,0
CD011558,23866686,0,0,0
CD011558,23866940,0,0,0
CD011558,23871278,0,0,0
CD011558,23871504,0,0,0
CD011558,23876111,0,0,0
CD011558,23878201,0,0,0
CD011558,23881775,0,0,0
CD011558,23883162,0,0,0
CD011558,23885806,0,0,0
CD011558,23886145,0,0,0
CD011558,23890330,0,0,0
CD011558,23894074,0,0,0
CD011558,23900536,0,0,0
CD011558,23907302,0,0,0
CD011558,23908763,0,0,0
CD011558,23912757,0,0,0
CD011558,23916402,0,0,0
CD011558,23918017,0,0,0
CD011558,23918023,0,0,0
CD011558,23918815,0,0,0
CD011558,23928800,0,0,0
CD011558,23930345,0,0,0
CD011558,23930659,0,0,0
CD011558,23932035,0,0,0
CD011558,23936047,0,0,0
CD011558,23937728,0,0,0
CD011558,23938165,0,0,0
CD011558,23941203,0,0,0
CD011558,23941756,0,0,0
CD011558,23945573,0,0,0
CD011558,23945729,0,0,0
CD011558,23945839,0,0,0
CD011558,23948184,0,0,0
CD011558,23948806,0,0,0
CD011558,23949501,0,0,0
CD011558,23949518,0,0,0
CD011558,23950624,0,0,0
CD011558,23950632,0,0,0
CD011558,23958386,0,0,0
CD011558,23961920,0,0,0
CD011558,23962636,0,0,0
CD011558,23962637,0,0,0
CD011558,23962638,0,0,0
CD011558,23965280,0,0,0
CD011558,23966304,0,0,0
CD011558,23968306,0,0,0
CD011558,23974739,0,0,0
CD011558,23975067,0,0,0
CD011558,23977243,0,0,0
CD011558,23979053,0,0,0
CD011558,23980707,0,0,0
CD011558,23984055,0,0,0
CD011558,23989567,0,0,0
CD011558,23989628,0,0,0
CD011558,23992657,0,0,0
CD011558,23998760,0,0,0
CD011558,24000625,0,0,0
CD011558,24000934,0,0,0
CD011558,24003568,0,0,0
CD011558,24006126,0,0,0
CD011558,24006173,0,0,0
CD011558,24008719,0,0,0
CD011558,24011335,0,0,0
CD011558,24012018,0,0,0
CD011558,24014379,0,0,0
CD011558,24015798,0,0,0
CD011558,24016149,0,0,0
CD011558,24016552,0,0,0
CD011558,24016554,0,0,0
CD011558,24020392,0,0,0
CD011558,24020599,0,0,0
CD011558,24027477,0,0,0
CD011558,24028734,0,0,0
CD011558,24030109,0,0,0
CD011558,24030112,0,0,0
CD011558,24034470,0,0,0
CD011558,24037368,0,0,0
CD011558,24043956,0,0,0
CD011558,24044637,0,0,0
CD011558,24052932,0,0,0
CD011558,24053142,0,0,0
CD011558,24054068,0,0,0
CD011558,24055288,0,0,0
CD011558,24063777,0,0,0
CD011558,24069731,0,0,0
CD011558,24069742,0,0,0
CD011558,24069757,0,0,0
CD011558,24069758,0,0,0
CD011558,24069760,0,0,0
CD011558,24070342,0,0,0
CD011558,24073719,0,0,0
CD011558,24074239,0,0,0
CD011558,24075265,0,0,0
CD011558,24082830,0,0,0
CD011558,24083222,0,0,0
CD011558,24083659,0,0,0
CD011558,24084702,0,0,0
CD011558,24088383,0,0,0
CD011558,24096974,0,0,0
CD011558,24103131,0,0,0
CD011558,24107718,0,0,0
CD011558,24112359,0,0,0
CD011558,24112414,0,0,0
CD011558,24112445,0,0,0
CD011558,24118662,0,0,0
CD011558,24119329,0,0,0
CD011558,24124663,0,0,0
CD011558,24129409,0,0,0
CD011558,24130814,0,0,0
CD011558,24138160,0,0,0
CD011558,24139686,0,0,0
CD011558,24144992,0,0,0
CD011558,24145939,0,0,0
CD011558,24148317,0,0,0
CD011558,24148873,0,0,0
CD011558,24160692,0,0,0
CD011558,24161493,0,0,0
CD011558,24165428,0,0,0
CD011558,24170154,0,0,0
CD011558,24171904,0,0,0
CD011558,24173172,0,0,0
CD011558,24177049,0,0,0
CD011558,24178157,0,0,0
CD011558,24182602,0,0,0
CD011558,24185146,0,0,0
CD011558,24195336,0,0,0
CD011558,24204069,0,0,0
CD011558,24204872,0,0,0
CD011558,24207009,0,0,0
CD011558,24215438,0,0,0
CD011558,24218356,0,0,0
CD011558,24223524,0,0,0
CD011558,24224558,0,0,0
CD011558,24233043,0,0,0
CD011558,24235941,0,0,0
CD011558,24245754,0,0,0
CD011558,24246028,0,0,0
CD011558,24246404,0,0,0
CD011558,24246516,0,0,0
CD011558,24246970,0,0,0
CD011558,24249541,0,0,0
CD011558,24251943,0,0,0
CD011558,24256108,0,0,0
CD011558,24259010,0,0,0
CD011558,24262702,0,0,0
CD011558,24268607,0,0,0
CD011558,24268638,0,0,0
CD011558,24270519,0,0,0
CD011558,24275207,0,0,0
CD011558,24275265,0,0,0
CD011558,24289501,0,0,0
CD011558,24289624,0,0,0
CD011558,24290196,0,0,0
CD011558,24290946,0,0,0
CD011558,24290947,0,0,0
CD011558,24291834,0,0,0
CD011558,24291907,0,0,0
CD011558,24294760,0,0,0
CD011558,24300624,0,0,0
CD011558,24300632,0,0,0
CD011558,24304510,0,0,0
CD011558,24305435,0,0,0
CD011558,24306024,0,0,0
CD011558,24310685,0,0,0
CD011558,24314155,0,0,0
CD011558,24315060,0,0,0
CD011558,24317027,0,0,0
CD011558,24319137,0,0,0
CD011558,24321033,0,0,0
CD011558,24324584,0,0,0
CD011558,24327599,0,0,0
CD011558,24331015,0,0,0
CD011558,24332254,0,0,0
CD011558,24335087,0,0,0
CD011558,24339562,0,0,0
CD011558,24340036,0,0,0
CD011558,24341601,0,0,0
CD011558,24342423,0,0,0
CD011558,24342424,0,0,0
CD011558,24344043,0,0,0
CD011558,24344805,0,0,0
CD011558,24344822,0,0,0
CD011558,24346464,0,0,0
CD011558,24347714,0,0,0
CD011558,24347941,0,0,0
CD011558,24348582,0,0,0
CD011558,24349356,0,0,0
CD011558,24350309,0,0,0
CD011558,24354354,0,0,0
CD011558,24354828,0,0,0
CD011558,24362604,0,0,0
CD011558,24371911,0,0,0
CD011558,24372595,0,0,0
CD011558,24373264,0,0,0
CD011558,24374717,0,0,0
CD011558,24377614,0,0,0
CD011558,24380119,0,0,0
CD011558,24382169,0,0,0
CD011558,24383336,0,0,0
CD011558,24387010,0,0,0
CD011558,24391300,0,0,0
CD011558,24391866,0,0,0
CD011558,24392375,0,0,0
CD011558,24393358,0,0,0
CD011558,24394441,0,0,0
CD011558,24395920,0,0,0
CD011558,24397093,0,0,0
CD011558,24397102,0,0,0
CD011558,24397212,0,0,0
CD011558,24397851,0,0,0
CD011558,24400605,0,0,0
CD011558,24400748,0,0,0
CD011558,24405512,0,0,0
CD011558,24406126,0,0,0
CD011558,24410839,0,0,0
CD011558,24411537,0,0,0
CD011558,24418430,0,0,0
CD011558,24423046,0,0,0
CD011558,24423469,0,0,0
CD011558,24427902,0,0,0
CD011558,24429835,0,0,0
CD011558,24433945,0,0,0
CD011558,24438556,0,0,0
CD011558,24442791,0,0,0
CD011558,24446091,0,0,0
CD011558,24447321,0,0,0
CD011558,24447873,0,0,0
CD011558,24450039,0,0,0
CD011558,24450253,0,0,0
CD011558,24453494,0,0,0
CD011558,24454701,0,0,0
CD011558,24456506,0,0,0
CD011558,24456544,0,0,0
CD011558,24479034,0,0,0
CD011558,24484933,0,0,0
CD011558,24488282,0,0,0
CD011558,24495341,0,0,0
CD011558,24499344,0,0,0
CD011558,24511880,0,0,0
CD011558,24512262,0,0,0
CD011558,24519674,0,0,0
CD011558,24522368,0,0,0
CD011558,24523875,0,0,0
CD011558,24523982,0,0,0
CD011558,24528018,0,0,0
CD011558,24548891,0,0,0
CD011558,24549214,0,0,0
CD011558,24551061,0,0,0
CD011558,24551662,0,0,0
CD011558,24553039,0,0,0
CD011558,24554994,0,0,0
CD011558,24555848,0,0,0
CD011558,24562526,0,0,0
CD011558,24564622,0,0,0
CD011558,24564830,0,0,0
CD011558,24564932,0,0,0
CD011558,24568517,0,0,0
CD011558,24569097,0,0,0
CD011558,24571275,0,0,0
CD011558,24572274,0,0,0
CD011558,24574429,0,0,0
CD011558,24575519,0,0,0
CD011558,24576187,0,0,0
CD011558,24576509,0,0,0
CD011558,24580795,0,0,0
CD011558,24581309,0,0,0
CD011558,24583614,0,0,0
CD011558,24585589,0,0,0
CD011558,24586245,0,0,0
CD011558,24588911,0,0,0
CD011558,24588913,0,0,0
CD011558,24588914,0,0,0
CD011558,24588915,0,0,0
CD011558,24588918,0,0,0
CD011558,24588919,0,0,0
CD011558,24589452,0,0,0
CD011558,24590469,0,0,0
CD011558,24592793,0,0,0
CD011558,24596100,0,0,0
CD011558,24599283,0,0,0
CD011558,24602196,0,0,0
CD011558,24602215,0,0,0
CD011558,24602231,0,0,0
CD011558,24605291,0,0,0
CD011558,24606424,0,0,0
CD011558,24607016,0,0,0
CD011558,24612424,0,0,0
CD011558,24612521,0,0,0
CD011558,24612947,0,0,0
CD011558,24617126,0,0,0
CD011558,24623908,0,0,0
CD011558,24626285,0,0,0
CD011558,24629788,0,0,0
CD011558,24629843,0,0,0
CD011558,24631318,0,0,0
CD011558,24635468,0,0,0
CD011558,24636052,0,0,0
CD011558,24639748,0,0,0
CD011558,24639760,0,0,0
CD011558,24639899,0,0,0
CD011558,24640178,0,0,0
CD011558,24641852,0,0,0
CD011558,24642894,0,0,0
CD011558,24646098,0,0,0
CD011558,24646123,0,0,0
CD011558,24654633,0,0,0
CD011558,24654779,0,0,0
CD011558,24655107,0,0,0
CD011558,24655593,0,0,0
CD011558,24656329,0,0,0
CD011558,24661767,0,0,0
CD011558,24663431,0,0,0
CD011558,24664374,0,0,0
CD011558,24666785,0,0,0
CD011558,24667387,0,0,0
CD011558,24670013,0,0,0
CD011558,24674421,0,0,0
CD011558,24674648,0,0,0
CD011558,24679479,0,0,0
CD011558,24679488,0,0,0
CD011558,24684695,0,0,0
CD011558,24684800,0,0,0
CD011558,24685348,0,0,0
CD011558,24686497,0,0,0
CD011558,24690184,0,0,0
CD011558,24690270,0,0,0
CD011558,24690288,0,0,0
CD011558,24692339,0,0,0
CD011558,24693361,0,0,0
CD011558,24693615,0,0,0
CD011558,24699218,0,0,0
CD011558,24700241,0,0,0
CD011558,24702463,0,0,0
CD011558,24702681,0,0,0
CD011558,24703632,0,0,0
CD011558,24703810,0,0,0
CD011558,24704717,0,0,0
CD011558,24708759,0,0,0
CD011558,24712443,0,0,0
CD011558,24715746,0,0,0
CD011558,24716750,0,0,0
CD011558,24717394,0,0,0
CD011558,24719543,0,0,0
CD011558,24719694,0,0,0
CD011558,24720577,0,0,0
CD011558,24721138,0,0,0
CD011558,24721385,0,0,0
CD011558,24724434,0,0,0
CD011558,24725280,0,0,0
CD011558,24726608,0,0,0
CD011558,24727875,0,0,0
CD011558,24728399,0,0,0
CD011558,24728954,0,0,0
CD011558,24734486,0,0,0
CD011558,24736196,0,0,0
CD011558,24739661,0,0,0
CD011558,24740720,0,0,0
CD011558,24740949,0,0,0
CD011558,24741550,0,0,0
CD011558,24742223,0,0,0
CD011558,24743025,0,0,0
CD011558,24746252,0,0,0
CD011558,24750593,0,0,0
CD011558,24751560,0,0,0
CD011558,24754796,0,0,0
CD011558,24754917,0,0,0
CD011558,24754965,0,0,0
CD011558,24755368,0,0,0
CD011558,24756589,0,0,0
CD011558,24762171,0,0,0
CD011558,24762347,0,0,0
CD011558,24765891,0,0,0
CD011558,24768318,0,0,0
CD011558,24783806,0,0,0
CD011558,24784490,0,0,0
CD011558,24786140,0,0,0
CD011558,24786334,0,0,0
CD011558,24787260,0,0,0
CD011558,24787692,0,0,0
CD011558,24788898,0,0,0
CD011558,24789631,0,0,0
CD011558,24791974,0,0,0
CD011558,24793004,0,0,0
CD011558,24796166,0,0,0
CD011558,24796167,0,0,0
CD011558,24800658,0,0,0
CD011558,24804682,0,0,0
CD011558,24806190,0,0,0
CD011558,24810515,0,0,0
CD011558,24810517,0,0,0
CD011558,24812033,0,0,0
CD011558,24815116,0,0,0
CD011558,24825032,0,0,0
CD011558,24831617,0,0,0
CD011558,24832500,0,0,0
CD011558,24833695,0,0,0
CD011558,24834851,0,0,0
CD011558,24839732,0,0,0
CD011558,24840676,0,0,0
CD011558,24840888,0,0,0
CD011558,24845554,0,0,0
CD011558,24847601,0,0,0
CD011558,24847602,0,0,0
CD011558,24848349,0,0,0
CD011558,24849535,0,0,0
CD011558,24851057,0,0,0
CD011558,24853694,0,0,0
CD011558,24861294,0,0,0
CD011558,24866233,0,0,0
CD011558,24868069,0,0,0
CD011558,24868824,0,0,0
CD011558,24878574,0,0,0
CD011558,24884497,0,0,0
CD011558,24885103,0,0,0
CD011558,24885495,0,0,0
CD011558,24885609,0,0,0
CD011558,24885657,0,0,0
CD011558,24885689,0,0,0
CD011558,24885760,0,0,0
CD011558,24886218,0,0,0
CD011558,24886393,0,0,0
CD011558,24892862,0,0,0
CD011558,24894566,0,0,0
CD011558,24896786,0,0,0
CD011558,24897052,0,0,0
CD011558,24897921,0,0,0
CD011558,24899553,0,0,0
CD011558,24899559,0,0,0
CD011558,24902004,0,0,0
CD011558,24903893,0,0,0
CD011558,24906495,0,0,0
CD011558,24906562,0,0,0
CD011558,24908465,0,0,0
CD011558,24908466,0,0,0
CD011558,24908810,0,0,0
CD011558,24909463,0,0,0
CD011558,24911182,0,0,0
CD011558,24914887,0,0,0
CD011558,24926397,0,0,0
CD011558,24928465,0,0,0
CD011558,24930272,0,0,0
CD011558,24930494,0,0,0
CD011558,24930589,0,0,0
CD011558,24930782,0,0,0
CD011558,24931596,0,0,0
CD011558,24932928,0,0,0
CD011558,24934428,0,0,0
CD011558,24934944,0,0,0
CD011558,24938771,0,0,0
CD011558,24944917,0,0,0
CD011558,24946450,0,0,0
CD011558,24947473,0,0,0
CD011558,24947755,0,0,0
CD011558,24947834,0,0,0
CD011558,24949058,0,0,0
CD011558,24953498,0,0,0
CD011558,24954173,0,0,0
CD011558,24957900,0,0,0
CD011558,24959318,0,0,0
CD011558,24960955,0,0,0
CD011558,24960957,0,0,0
CD011558,24961449,0,0,0
CD011558,24964081,0,0,0
CD011558,24964931,0,0,0
CD011558,24965816,0,0,0
CD011558,24965819,0,0,0
CD011558,24965829,0,0,0
CD011558,24971219,0,0,0
CD011558,24976165,0,0,0
CD011558,24978004,0,0,0
CD011558,24980966,0,0,0
CD011558,24987782,0,0,0
CD011558,24989811,0,0,0
CD011558,24990864,0,0,0
CD011558,24993753,0,0,0
CD011558,24995167,0,0,0
CD011558,24996983,0,0,0
CD011558,25000906,0,0,0
CD011558,25003421,0,0,0
CD011558,25003854,0,0,0
CD011558,25004702,0,0,0
CD011558,25005056,0,0,0
CD011558,25006795,0,0,0
CD011558,25012540,0,0,0
CD011558,25013256,0,0,0
CD011558,25015126,0,0,0
CD011558,25016304,0,0,0
CD011558,25022138,0,0,0
CD011558,25022147,0,0,0
CD011558,25022154,0,0,0
CD011558,25029927,0,0,0
CD011558,25038820,0,0,0
CD011558,25042051,0,0,0
CD011558,25043783,0,0,0
CD011558,25045578,0,0,0
CD011558,25046925,0,0,0
CD011558,25051905,0,0,0
CD011558,25052850,0,0,0
CD011558,25054696,0,0,0
CD011558,25055069,0,0,0
CD011558,25057283,0,0,0
CD011558,25064012,0,0,0
CD011558,25066619,0,0,0
CD011558,25072578,0,0,0
CD011558,25073990,0,0,0
CD011558,25079882,0,0,0
CD011558,25082424,0,0,0
CD011558,25084833,0,0,0
CD011558,25085687,0,0,0
CD011558,25085688,0,0,0
CD011558,25087176,0,0,0
CD011558,25089962,0,0,0
CD011558,25090111,0,0,0
CD011558,25091026,0,0,0
CD011558,25091203,0,0,0
CD011558,25091866,0,0,0
CD011558,25097773,0,0,0
CD011558,25098042,0,0,0
CD011558,25098079,0,0,0
CD011558,25098369,0,0,0
CD011558,25102516,0,0,0
CD011558,25106432,0,0,0
CD011558,25107657,0,0,0
CD011558,25110173,0,0,0
CD011558,25113017,0,0,0
CD011558,25116455,0,0,0
CD011558,25116540,0,0,0
CD011558,25117856,0,0,0
CD011558,25118486,0,0,0
CD011558,25119066,0,0,0
CD011558,25120855,0,0,0
CD011558,25122133,0,0,0
CD011558,25126012,0,0,0
CD011558,25127405,0,0,0
CD011558,25128479,0,0,0
CD011558,25130002,0,0,0
CD011558,25132124,0,0,0
CD011558,25132157,0,0,0
CD011558,25133610,0,0,0
CD011558,25134431,0,0,0
CD011558,25134522,0,0,0
CD011558,25135265,0,0,0
CD011558,25140183,0,0,0
CD011558,25143017,0,0,0
CD011558,25145938,0,0,0
CD011558,25145970,0,0,0
CD011558,25148390,0,0,0
CD011558,25150355,0,0,0
CD011558,25151019,0,0,0
CD011558,25152635,0,0,0
CD011558,25157317,0,0,0
CD011558,25158370,0,0,0
CD011558,25167181,0,0,0
CD011558,25167194,0,0,0
CD011558,25168715,0,0,0
CD011558,25168720,0,0,0
CD011558,25168980,0,0,0
CD011558,25169504,0,0,0
CD011558,25169506,0,0,0
CD011558,25174540,0,0,0
CD011558,25174639,0,0,0
CD011558,25175533,0,0,0
CD011558,25176414,0,0,0
CD011558,25178157,0,0,0
CD011558,25180831,0,0,0
CD011558,25188582,0,0,0
CD011558,25188909,0,0,0
CD011558,25189220,0,0,0
CD011558,25199407,0,0,0
CD011558,25200742,0,0,0
CD011558,25201072,0,0,0
CD011558,25201283,0,0,0
CD011558,25203368,0,0,0
CD011558,25204205,0,0,0
CD011558,25208460,0,0,0
CD011558,25208473,0,0,0
CD011558,25209461,0,0,0
CD011558,25210442,0,0,0
CD011558,25217107,0,0,0
CD011558,25217416,0,0,0
CD011558,25220577,0,0,0
CD011558,25223631,0,0,0
CD011558,25226045,0,0,0
CD011558,25227414,0,0,0
CD011558,25227636,0,0,0
CD011558,25229905,0,0,0
CD011558,25234199,0,0,0
CD011558,25240421,0,0,0
CD011558,25248410,0,0,0
CD011558,25248832,0,0,0
CD011558,25251913,0,0,0
CD011558,25252059,0,0,0
CD011558,25252172,0,0,0
CD011558,25257377,0,0,0
CD011558,25261799,0,0,0
CD011558,25265316,0,0,0
CD011558,25269515,0,0,0
CD011558,25270333,0,0,0
CD011558,25271112,0,0,0
CD011558,25271134,0,0,0
CD011558,25272477,0,0,0
CD011558,25274640,0,0,0
CD011558,25276565,0,0,0
CD011558,25276578,0,0,0
CD011558,25276596,0,0,0
CD011558,25278279,0,0,0
CD011558,25279454,0,0,0
CD011558,25279771,0,0,0
CD011558,25279979,0,0,0
CD011558,25281238,0,0,0
CD011558,25282340,0,0,0
CD011558,25284092,0,0,0
CD011558,25284336,0,0,0
CD011558,25287793,0,0,0
CD011558,25288610,0,0,0
CD011558,25298050,0,0,0
CD011558,25298892,0,0,0
CD011558,25300499,0,0,0
CD011558,25300789,0,0,0
CD011558,25306794,0,0,0
CD011558,25310053,0,0,0
CD011558,25311876,0,0,0
CD011558,25315012,0,0,0
CD011558,25315381,0,0,0
CD011558,25315837,0,0,0
CD011558,25316512,0,0,0
CD011558,25316611,0,0,0
CD011558,25318091,0,0,0
CD011558,25320058,0,0,0
CD011558,25320399,0,0,0
CD011558,25327531,0,0,0
CD011558,25341452,0,0,0
CD011558,25342920,0,0,0
CD011558,25346014,0,0,0
CD011558,25346069,0,0,0
CD011558,25358391,0,0,0
CD011558,25360758,0,0,0
CD011558,25361638,0,0,0
CD011558,25363701,0,0,0
CD011558,25364600,0,0,0
CD011558,25366038,0,0,0
CD011558,25366799,0,0,0
CD011558,25367195,0,0,0
CD011558,25368486,0,0,0
CD011558,25368654,0,0,0
