topic,study,label_abs,part,label_ft
CD000996,24570384,0,0,0
CD000996,24625938,0,0,0
CD000996,24670577,0,0,0
CD000996,24717623,0,0,0
CD000996,24853025,0,0,0
CD000996,24862414,0,0,0
CD000996,24913725,0,0,0
CD000996,24971644,0,0,0
CD000996,24992394,0,0,0
CD000996,24997131,0,0,0
CD000996,25135408,0,0,0
CD000996,25326560,0,0,0
CD000996,25354514,0,0,0
CD000996,25456559,0,0,0
CD000996,25583961,0,0,0
CD000996,25584096,0,0,0
CD000996,25710129,0,0,0
CD000996,25712512,0,0,0
CD000996,25792635,0,0,0
CD000996,25836610,0,0,0
CD000996,25854336,0,0,0
CD000996,25871746,0,0,0
CD000996,25882347,0,0,0
CD000996,25997166,0,0,0
CD000996,26008663,0,0,0
CD000996,26171905,0,0,0
CD000996,26204816,0,0,0
CD000996,26250371,0,0,0
CD000996,26293490,0,0,0
CD000996,26312591,0,0,0
CD000996,26354868,0,0,0
CD000996,26453629,0,0,0
CD000996,26549342,0,0,0
CD000996,26558756,0,0,0
CD000996,26575791,0,0,0
CD000996,26585431,0,0,0
CD000996,26742190,0,0,0
CD000996,26816298,0,0,0
CD000996,27143164,0,0,0
CD000996,27246587,0,0,0
CD000996,27329097,0,0,0
CD000996,27543875,0,0,0
CD000996,27759640,0,0,0
CD000996,28050004,0,0,0
CD000996,28065254,0,0,0
CD000996,28293347,0,0,0
CD001261,54336,1,0,0
CD001261,147021,0,0,0
CD001261,165234,0,0,0
CD001261,322994,0,0,0
CD001261,332627,0,0,0
CD001261,338191,1,0,0
CD001261,359524,0,0,0
CD001261,412639,0,0,0
CD001261,683932,0,0,0
CD001261,737043,0,0,0
CD001261,764996,1,0,0
CD001261,766526,0,0,0
CD001261,782976,0,0,0
CD001261,782977,1,0,0
CD001261,785908,0,0,0
CD001261,816697,0,0,0
CD001261,821802,0,0,0
CD001261,821803,1,0,0
CD001261,827463,0,0,0
CD001261,827582,0,0,0
CD001261,984617,0,0,0
CD001261,1033223,0,0,0
CD001261,1061441,0,0,0
CD001261,1069898,0,0,0
CD001261,1082383,1,0,0
CD001261,1109788,0,0,0
CD001261,1186056,0,0,0
CD001261,1239151,0,0,0
CD001261,1262709,0,0,0
CD001261,1397669,1,0,0
CD001261,1428496,0,0,0
CD001261,1441243,0,0,0
CD001261,1574915,0,0,0
CD001261,1609547,0,0,0
CD001261,1634818,1,0,1
CD001261,1681365,1,0,1
CD001261,1682684,0,0,0
CD001261,1716810,0,0,0
CD001261,1727891,0,0,0
CD001261,1730487,1,0,0
CD001261,1937790,1,0,0
CD001261,1976928,1,0,1
CD001261,1997425,0,0,0
CD001261,2008164,0,0,0
CD001261,2017658,0,0,0
CD001261,2087881,0,0,0
CD001261,2180232,0,0,0
CD001261,2180234,1,0,1
CD001261,2204243,0,0,0
CD001261,2280201,0,0,0
CD001261,2396471,0,0,0
CD001261,2425009,0,0,0
CD001261,2437220,0,0,0
CD001261,2493838,0,0,0
CD001261,2560159,0,0,0
CD001261,2647863,1,0,0
CD001261,2659560,0,0,0
CD001261,2687324,0,0,0
CD001261,2699409,0,0,0
CD001261,2883393,1,0,1
CD001261,2890805,1,0,1
CD001261,3107273,0,0,0
CD001261,3250358,0,0,0
CD001261,3264762,0,0,0
CD001261,3366868,0,0,0
CD001261,3375787,0,0,0
CD001261,3402544,0,0,0
CD001261,3417354,0,0,0
CD001261,3456817,0,0,0
CD001261,3492750,0,0,0
CD001261,3514312,0,0,0
CD001261,3657877,1,0,1
CD001261,3788347,0,0,0
CD001261,3834841,0,0,0
CD001261,3876635,0,0,0
CD001261,3902655,0,0,0
CD001261,4054993,0,0,0
CD001261,4081702,0,0,0
CD001261,4088026,0,0,0
CD001261,4146866,0,0,0
CD001261,4168536,1,0,0
CD001261,4215757,0,0,0
CD001261,4216569,0,0,0
CD001261,4277365,0,0,0
CD001261,4288482,0,0,0
CD001261,4303356,0,0,0
CD001261,4338783,0,0,0
CD001261,4416631,0,0,0
CD001261,4423436,0,0,0
CD001261,4549500,0,0,0
CD001261,4563425,0,0,0
CD001261,4580180,0,0,0
CD001261,4591283,0,0,0
CD001261,4594320,1,0,0
CD001261,4603467,0,0,0
CD001261,4603994,0,0,0
CD001261,4608338,0,0,0
CD001261,4613131,0,0,0
CD001261,4615523,0,0,0
CD001261,4617643,0,0,0
CD001261,4629848,0,0,0
CD001261,4679478,0,0,0
CD001261,4891040,0,0,0
CD001261,4948415,1,0,0
CD001261,4950563,0,0,0
CD001261,4957973,0,0,0
CD001261,4962658,0,0,0
CD001261,4965445,0,0,0
CD001261,4976154,0,0,0
CD001261,4978572,0,0,0
CD001261,5004428,0,0,0
CD001261,5296128,1,0,0
CD001261,5296393,1,0,0
CD001261,5301381,0,0,0
CD001261,5302328,0,0,0
CD001261,5303665,0,0,0
CD001261,5307603,1,0,0
CD001261,5316853,0,0,0
CD001261,5331526,0,0,0
CD001261,5345866,0,0,0
CD001261,5356704,0,0,0
CD001261,5415784,0,0,0
CD001261,5456200,0,0,0
CD001261,5494966,0,0,0
CD001261,5519387,0,0,0
CD001261,5639538,0,0,0
CD001261,5702384,0,0,0
CD001261,5730139,0,0,0
CD001261,5766683,0,0,0
CD001261,5937234,0,0,0
CD001261,5974025,0,0,0
CD001261,5975809,0,0,0
CD001261,5998840,0,0,0
CD001261,6175167,0,0,0
CD001261,6179073,0,0,0
CD001261,6307787,1,0,0
CD001261,6313809,0,0,0
CD001261,6341210,0,0,0
CD001261,6363898,0,0,0
CD001261,6395852,0,0,0
CD001261,6636284,0,0,0
CD001261,6808441,0,0,0
CD001261,6998594,1,0,1
CD001261,7037982,1,0,1
CD001261,7043706,0,0,0
CD001261,7136294,0,0,0
CD001261,7168489,0,0,0
CD001261,7183505,0,0,0
CD001261,7288871,0,0,0
CD001261,7313827,0,0,0
CD001261,7351478,0,0,0
CD001261,7405300,0,0,0
CD001261,7409961,0,0,0
CD001261,7487253,0,0,0
CD001261,7650725,0,0,0
CD001261,7719181,1,0,0
CD001261,7768546,0,0,0
CD001261,7796767,0,0,0
CD001261,7853440,0,0,0
CD001261,7867143,0,0,0
CD001261,7890391,1,0,0
CD001261,7927457,0,0,0
CD001261,8042888,0,0,0
CD001261,8085380,0,0,0
CD001261,8139873,0,0,0
CD001261,8165850,1,0,1
CD001261,8211020,0,0,0
CD001261,8364252,0,0,0
CD001261,8384733,0,0,0
CD001261,8432324,0,0,0
CD001261,8432584,0,0,0
CD001261,8432597,1,0,1
CD001261,8438612,0,0,0
CD001261,8488716,1,0,0
CD001261,8606118,0,0,0
CD001261,8648213,1,0,0
CD001261,8698499,0,0,0
CD001261,8717398,0,0,0
CD001261,8735556,1,0,1
CD001261,8885960,0,0,0
CD001261,8945569,0,0,0
CD001261,8952202,0,0,0
CD001261,9009296,1,0,0
CD001261,9066045,1,0,0
CD001261,9086143,0,0,0
CD001261,9141217,0,0,0
CD001261,9189644,0,0,0
CD001261,9462316,0,0,0
CD001261,9486743,0,0,0
CD001261,9486745,0,0,0
CD001261,9509167,0,0,0
CD001261,9522872,0,0,0
CD001261,9522876,0,0,0
CD001261,9590982,0,0,0
CD001261,9772328,0,0,0
CD001261,9798287,0,0,0
CD001261,9809427,0,0,0
CD001261,9812477,1,0,1
CD001261,9826335,0,0,0
CD001261,9855427,0,0,0
CD001261,9987143,1,0,0
CD001261,10050577,0,0,0
CD001261,10069188,0,0,0
CD001261,10194821,0,0,0
CD001261,10383936,0,0,0
CD001261,10414633,0,0,0
CD001261,10506405,1,0,1
CD001261,10551432,0,0,0
CD001261,10629675,0,0,0
CD001261,10646090,0,0,0
CD001261,10678926,1,0,0
CD001261,10678970,0,0,0
CD001261,10689234,0,0,0
CD001261,10689239,0,0,0
CD001261,10732430,0,0,0
CD001261,10741391,0,0,0
CD001261,10752003,0,0,0
CD001261,10796623,0,0,0
CD001261,10819949,0,0,0
CD001261,10961963,0,0,0
CD001261,10963505,0,0,0
CD001261,10967260,0,0,0
CD001261,10968104,0,0,0
CD001261,10974947,0,0,0
CD001261,11014768,0,0,0
CD001261,11023089,0,0,0
CD001261,11075312,0,0,0
CD001261,11179942,0,0,0
CD001261,11231208,0,0,0
CD001261,11320385,1,0,1
CD001261,11365091,0,0,0
CD001261,11477965,1,0,1
CD001261,11549415,0,0,0
CD001261,11567743,0,0,0
CD001261,11580224,0,0,0
CD001261,11600178,0,0,0
CD001261,11735665,0,0,0
CD001261,11738748,1,0,0
CD001261,11754629,0,0,0
CD001261,11754630,1,0,0
CD001261,11754633,1,0,0
CD001261,11949249,0,0,0
CD001261,11964872,0,0,0
CD001261,12044272,0,0,0
CD001261,12045164,0,0,0
CD001261,12088576,0,0,0
CD001261,12126898,0,0,0
CD001261,12244657,0,0,0
CD001261,12268039,0,0,0
CD001261,12290721,0,0,0
CD001261,12322533,0,0,0
CD001261,12410473,0,0,0
CD001261,12532177,0,0,0
CD001261,12535831,0,0,0
CD001261,12594304,0,0,0
CD001261,12615383,0,0,0
CD001261,12757222,0,0,0
CD001261,12785871,0,0,0
CD001261,12798615,0,0,0
CD001261,12798637,0,0,0
CD001261,12854074,0,0,0
CD001261,12864957,0,0,0
CD001261,12971558,0,0,0
CD001261,13472436,1,0,0
CD001261,13819370,0,0,0
CD001261,14196811,1,0,0
CD001261,14198745,1,0,0
CD001261,14290075,0,0,0
CD001261,14455590,1,0,0
CD001261,14501987,0,0,0
CD001261,14508886,0,0,0
CD001261,14585671,0,0,0
CD001261,14636084,0,0,0
CD001261,14655166,0,0,0
CD001261,14670314,0,0,0
CD001261,14742530,0,0,0
CD001261,15026021,0,0,0
CD001261,15031525,0,0,0
CD001261,15084503,0,0,0
CD001261,15110499,0,0,0
CD001261,15122049,1,0,0
CD001261,15149786,0,0,0
CD001261,15151589,0,0,0
CD001261,15158606,0,0,0
CD001261,15173152,0,0,0
CD001261,15243933,0,0,0
CD001261,15268679,0,0,0
CD001261,15336473,0,0,0
CD001261,15346947,0,0,0
CD001261,15465075,0,0,0
CD001261,15501790,1,0,0
CD001261,15515791,0,0,0
CD001261,15519704,0,0,0
CD001261,15609783,0,0,0
CD001261,15609785,0,0,0
CD001261,15849961,0,0,0
CD001261,15904514,1,0,0
CD001261,15921608,0,0,0
CD001261,15944074,0,0,0
CD001261,15976828,0,0,0
CD001261,15977563,0,0,0
CD001261,15995948,0,0,0
CD001261,16030700,0,0,0
CD001261,16098635,1,0,1
CD001261,16140433,1,0,0
CD001261,16148184,0,0,0
CD001261,16156980,0,0,0
CD001261,16159688,0,0,0
CD001261,16186422,0,0,0
CD001261,16231259,0,0,0
CD001261,16256052,0,0,0
CD001261,16271153,0,0,0
CD001261,16271636,0,0,0
CD001261,16343383,0,0,0
CD001261,16359401,0,0,0
CD001261,16416379,0,0,0
CD001261,16501718,0,0,0
CD001261,16558076,0,0,0
CD001261,16621186,0,0,0
CD001261,16687398,0,0,0
CD001261,16725026,0,0,0
CD001261,16825230,0,0,0
CD001261,16874169,0,0,0
CD001261,16887737,0,0,0
CD001261,17005220,0,0,0
CD001261,17023924,0,0,0
CD001261,17059695,0,0,0
CD001261,17086224,0,0,0
CD001261,17118191,0,0,0
CD001261,17120972,1,0,0
CD001261,17141380,0,0,0
CD001261,17152758,0,0,0
CD001261,17164172,0,0,0
CD001261,17182155,0,0,0
CD001261,17207145,0,0,0
CD001261,17254831,0,0,0
CD001261,17257423,0,0,0
CD001261,17288305,0,0,0
CD001261,17309745,0,0,0
CD001261,17412462,1,0,0
CD001261,17485152,0,0,0
CD001261,17542757,0,0,0
CD001261,17578083,0,0,0
CD001261,17582564,1,0,1
CD001261,17582567,0,0,0
CD001261,17582572,0,0,0
CD001261,17582579,0,0,0
CD001261,17594283,0,0,0
CD001261,17597050,0,0,0
CD001261,17633306,0,0,0
CD001261,17636661,0,0,0
CD001261,17702446,0,0,0
CD001261,17877165,0,0,0
CD001261,17888533,0,0,0
CD001261,17897047,0,0,0
CD001261,17928109,0,0,0
CD001261,17935611,0,0,0
CD001261,17984806,1,0,1
CD001261,17987764,0,0,0
CD001261,18045264,0,0,0
CD001261,18063719,0,0,0
CD001261,18204084,0,0,0
CD001261,18242584,0,0,0
CD001261,18346239,0,0,0
CD001261,18398301,0,0,0
CD001261,18417532,0,0,0
CD001261,18422453,0,0,0
CD001261,18445338,0,0,0
CD001261,18645168,0,0,0
CD001261,18807459,0,0,0
CD001261,18823602,0,0,0
CD001261,18835437,0,0,0
CD001261,18843955,0,0,0
CD001261,18886566,0,0,0
CD001261,19184839,0,0,0
CD001261,19188129,0,0,0
CD001261,19209749,0,0,0
CD001261,19256314,0,0,0
CD001261,19272441,0,0,0
CD001261,19402893,0,0,0
CD001261,19407962,0,0,0
CD001261,19409533,0,0,0
CD001261,19423079,0,0,0
CD001261,19522244,0,0,0
CD001261,19625715,1,0,1
CD001261,19652547,0,0,0
CD001261,19741289,0,0,0
CD001261,19741290,0,0,0
CD001261,19745520,0,0,0
CD001261,19745522,0,0,0
CD001261,19745523,0,0,0
CD001261,19747721,0,0,0
CD001261,19806505,0,0,0
CD001261,19821392,0,0,0
CD001261,19887136,0,0,0
CD001261,20014951,0,0,0
CD001261,20188175,1,0,0
CD001261,20382859,0,0,0
CD001261,20536891,0,0,0
CD001261,20543591,0,0,0
CD001261,20566929,0,0,0
CD001261,20585446,0,0,0
CD001261,20601795,0,0,0
CD001261,20604110,1,0,0
CD001261,20613510,0,0,0
CD001261,20668668,1,0,0
CD001261,20704985,0,0,0
CD001261,20731212,0,0,0
CD001261,20736739,0,0,0
CD001261,20797457,0,0,0
CD001261,20941896,0,0,0
CD001261,20958430,0,0,0
CD001261,21009882,0,0,0
CD001261,21120717,0,0,0
CD001261,21146460,1,0,0
CD001261,21175435,0,0,0
CD001261,21203437,0,0,0
CD001261,21209508,0,0,0
CD001261,21301672,0,0,0
CD001261,21370878,0,0,0
CD001261,21411598,1,0,0
CD001261,21431896,0,0,0
CD001261,21438285,0,0,0
CD001261,21477675,0,0,0
CD001261,21518967,0,0,0
CD001261,21547825,0,0,0
CD001261,21603205,0,0,0
CD001261,21623167,0,0,0
CD001261,21624416,0,0,0
CD001261,21628517,0,0,0
CD001261,21651944,0,0,0
CD001261,21676350,0,0,0
CD001261,21763085,0,0,0
CD001261,21893543,0,0,0
CD001261,21901076,0,0,0
CD001261,21913454,0,0,0
CD001261,21939716,1,0,0
CD001261,21969008,0,0,0
CD001261,21980445,1,0,0
CD001261,22000741,0,0,0
CD001261,22185835,0,0,0
CD001261,22191450,0,0,0
CD001261,22303491,0,0,0
CD001261,22342704,0,0,0
CD001261,22342708,0,0,0
CD001261,22347568,0,0,0
CD001261,22414353,0,0,0
CD001261,22425882,0,0,0
CD001261,22492745,0,0,0
CD001261,22721899,1,0,1
CD001261,22753374,0,0,0
CD001261,22825288,0,0,0
CD001261,22850071,0,0,0
CD001261,22858557,0,0,0
CD001261,22866006,0,0,0
CD001261,22882735,0,0,0
CD001261,22906006,0,0,0
CD001261,22954612,0,0,0
CD001261,23035960,0,0,0
CD001261,23312797,0,0,0
CD001261,23380575,0,0,0
CD001261,23407100,0,0,0
CD001261,23409934,0,0,0
CD001261,23413971,0,0,0
CD001261,23422143,0,0,0
CD001261,23457498,0,0,0
CD001261,23563513,0,0,0
CD001261,23593253,1,0,0
CD001261,23627412,0,0,0
CD001261,23664993,0,0,0
CD001261,23828775,0,0,0
CD001261,23885029,0,0,0
CD001261,23916987,0,0,0
CD001261,23933367,0,0,0
CD001261,23969054,0,0,0
CD001261,24031235,0,0,0
CD001261,24040711,0,0,0
CD001261,24119827,0,0,0
CD001261,24156285,0,0,0
CD001261,24195851,0,0,0
CD001261,24219101,0,0,0
CD001261,24251544,0,0,0
CD001261,24273182,0,0,0
CD001261,24290843,1,0,0
CD001261,24318418,0,0,0
CD001261,24379279,0,0,0
CD001261,24384528,0,0,0
CD001261,24385413,0,0,0
CD001261,24399343,0,0,0
CD001261,24440210,0,0,0
CD001261,24491597,0,0,0
CD001261,24519873,0,0,0
CD001261,24529745,0,0,0
CD001261,24534013,0,0,0
CD001261,24599532,1,0,0
CD001261,24604446,0,0,0
CD001261,24630869,0,0,0
CD001261,24657719,0,0,0
CD001261,24669956,0,0,0
CD001261,24750378,0,0,0
CD001261,24761498,0,0,0
CD001261,24778443,0,0,0
CD001261,24927336,0,0,0
CD001261,24973822,0,0,0
CD001261,24998644,0,0,0
CD001261,25066005,0,0,0
CD001261,25150071,0,0,0
CD001261,25154706,0,0,0
CD001261,25158953,0,0,0
CD001261,25213323,0,0,0
CD001261,25308927,0,0,0
CD001261,25433216,0,0,0
CD001261,25451608,0,0,0
CD001261,25458731,0,0,0
CD001261,25653945,0,0,0
CD001261,25665787,0,0,0
CD001261,25730295,0,0,0
CD001261,25870324,1,0,0
CD001261,25872647,0,0,0
CD001261,25910921,0,0,0
CD001261,25912286,0,0,0
CD001261,25921288,0,0,0
CD001261,25921727,0,0,0
CD001261,25936682,0,0,0
CD001261,25943066,0,0,0
CD001261,26043710,0,0,0
CD001261,26082464,0,0,0
CD001261,26144902,0,0,0
CD001261,26243802,0,0,0
CD001261,26260858,0,0,0
CD001261,26359113,0,0,0
CD001261,26398743,0,0,0
CD001261,26518404,0,0,0
CD001261,26549104,0,0,0
CD001261,26664915,0,0,0
CD001261,26809813,0,0,0
CD001261,26810369,0,0,0
CD001261,26837896,0,0,0
CD001261,26900129,0,0,0
CD001261,26901576,1,0,1
CD001261,26920587,0,0,0
CD001261,26933014,0,0,0
CD001261,26933016,0,0,0
CD001261,26933028,0,0,0
CD001261,27082958,0,0,0
CD001261,27148232,0,0,0
CD001261,27337467,0,0,0
CD001261,27394191,0,0,0
CD001261,27408156,0,0,0
CD001261,27437211,0,0,0
CD001261,27465597,0,0,0
CD001261,27479027,0,0,0
CD001261,27489805,0,0,0
CD001261,27503019,0,0,0
CD001261,27503474,0,0,0
CD001261,27523510,0,0,0
CD001261,27533046,1,0,0
CD001261,27573929,0,0,0
CD001261,27660722,0,0,0
CD001261,27671189,0,0,0
CD001261,27825318,0,0,0
CD001261,27893465,0,0,0
CD001261,28158395,0,0,0
CD001261,28162821,0,0,0
CD001261,28193398,0,0,0
CD001261,28369224,0,0,0
CD001261,28445888,0,0,0
CD001261,28544285,0,0,0
CD001261,28570603,0,0,0
CD001261,28625884,0,0,0
CD001261,28753671,0,0,0
CD004414,87093,0,0,0
CD004414,124247,0,0,0
CD004414,129056,1,0,0
CD004414,138105,1,0,0
CD004414,140084,0,0,0
CD004414,343993,0,0,0
CD004414,380623,0,0,0
CD004414,393036,0,0,0
CD004414,393731,0,0,0
CD004414,498765,0,0,0
CD004414,797515,0,0,0
CD004414,1099032,0,0,0
CD004414,1105922,0,0,0
CD004414,1382540,0,0,0
CD004414,1390141,0,0,0
CD004414,1531926,0,0,0
CD004414,1626962,0,0,0
CD004414,1675518,0,0,0
CD004414,1675649,0,0,0
CD004414,1679444,0,0,0
CD004414,1679449,0,0,0
CD004414,1685841,0,0,0
CD004414,1911319,0,0,0
CD004414,2024986,0,0,0
CD004414,2138952,0,0,0
CD004414,2145721,0,0,0
CD004414,2149316,0,0,0
CD004414,2436414,0,0,0
CD004414,2451385,0,0,0
CD004414,2454980,0,0,0
CD004414,2455414,0,0,0
CD004414,2467488,0,0,0
CD004414,2566222,0,0,0
CD004414,2566226,0,0,0
CD004414,2568051,0,0,0
CD004414,2643641,0,0,0
CD004414,2852776,0,0,0
CD004414,2899107,0,0,0
CD004414,2943201,0,0,0
CD004414,2954578,0,0,0
CD004414,2966511,0,0,0
CD004414,2974306,0,0,0
CD004414,2977574,0,0,0
CD004414,3156434,0,0,0
CD004414,3158124,0,0,0
CD004414,3285630,0,0,0
CD004414,3303711,0,0,0
CD004414,3307889,0,0,0
CD004414,3536293,0,0,0
CD004414,3539171,0,0,0
CD004414,3884019,0,0,0
CD004414,3884032,0,0,0
CD004414,3886278,0,0,0
CD004414,3904810,0,0,0
CD004414,3906994,0,0,0
CD004414,4133022,0,0,0
CD004414,4569259,0,0,0
CD004414,4569260,0,0,0
CD004414,4569794,0,0,0
CD004414,4570525,0,0,0
CD004414,4582718,0,0,0
CD004414,4602471,0,0,0
CD004414,4608661,0,0,0
CD004414,4877998,0,0,0
CD004414,4939510,0,0,0
CD004414,5579492,0,0,0
CD004414,5963955,0,0,0
CD004414,6195025,0,0,0
CD004414,6203289,0,0,0
CD004414,6205676,0,0,0
CD004414,6211785,0,0,0
CD004414,6228447,0,0,0
CD004414,6342878,0,0,0
CD004414,6352169,0,0,0
CD004414,6355263,0,0,0
CD004414,6365465,0,0,0
CD004414,6386031,0,0,0
CD004414,6386032,0,0,0
CD004414,6386034,0,0,0
CD004414,6696838,0,0,0
CD004414,6992336,0,0,0
CD004414,7000136,0,0,0
